Concatenation,Estimated resolicitation Date,ContractNumber,NDCWithDashes,Drug,Generic,TradeName,PackageDescription,Non-TAA,VendorName,5 Year option end, Price ,Offers,Estimated Annual Quantities,Estimated Annual Spend,ContractStartDate,ContractStopDate,5 Year option end,Contract Start Year,SubItemIdentifier,VAClass,Covered,PrimeVendor,PriceStartDate,PriceStopDate,PriceType
36E79722D0005LISINOPRIL 30MG TAB100,16-Aug-26,36E79722D0005,76282-0732-01,LISINOPRIL,LISINOPRIL 30MG TAB,LISINOPRIL 30MG TAB,100,Compliant,"Exelan Pharmaceuticals, Inc.",12-Feb-27, $3.53 , 3.00 ," 10,504.00 "," $37,079.12 ",02/12/2022,02/11/2025,2027,2022,,CV800,F,T,09/15/2023,02/11/2025,NC
36E79722D0005LISINOPRIL 30MG TAB500,16-Aug-26,36E79722D0005,76282-0732-05,LISINOPRIL,LISINOPRIL 30MG TAB,LISINOPRIL 30MG TAB,500,Compliant,"Exelan Pharmaceuticals, Inc.",12-Feb-27, $16.83 , 3.00 ," 8,999.00 "," $151,453.17 ",02/12/2022,02/11/2025,2027,2022,,CV800,F,T,09/15/2023,02/11/2025,NC
36E79722D0005LISINOPRIL 40MG TAB45,16-Aug-26,36E79722D0005,76282-0733-45,LISINOPRIL,LISINOPRIL 40MG TAB,LISINOPRIL 40MG TAB,45,Compliant,"Exelan Pharmaceuticals, Inc.",12-Feb-27, $1.67 , 3.00 ," 154,143.00 "," $257,418.81 ",02/12/2022,02/11/2025,2027,2022,,CV800,F,T,08/01/2023,02/11/2025,NC
36E79722D0005LISINOPRIL 40MG TAB90,16-Aug-26,36E79722D0005,76282-0733-90,LISINOPRIL,LISINOPRIL 40MG TAB,LISINOPRIL 40MG TAB,90,Compliant,"Exelan Pharmaceuticals, Inc.",12-Feb-27, $2.57 , 3.00 ," 553,009.00 "," $1,421,233.13 ",02/12/2022,02/11/2025,2027,2022,,CV800,F,T,08/01/2023,02/11/2025,NC
36E79722D0005LISINOPRIL 40MG TAB100,16-Aug-26,36E79722D0005,76282-0733-01,LISINOPRIL,LISINOPRIL 40MG TAB,LISINOPRIL 40MG TAB,100,Compliant,"Exelan Pharmaceuticals, Inc.",12-Feb-27, $2.85 , 3.00 ," 54,479.00 "," $155,265.15 ",02/12/2022,02/11/2025,2027,2022,,CV800,F,T,08/01/2023,02/11/2025,NC
36E79722D0005LISINOPRIL 40MG TAB180,16-Aug-26,36E79722D0005,76282-0733-18,LISINOPRIL,LISINOPRIL 40MG TAB,LISINOPRIL 40MG TAB,180,Compliant,"Exelan Pharmaceuticals, Inc.",12-Feb-27, $5.13 , 3.00 ," 63,247.00 "," $324,457.11 ",02/12/2022,02/11/2025,2027,2022,,CV800,F,T,08/01/2023,02/11/2025,NC
36E79722D0005LISINOPRIL 40MG TAB1000,16-Aug-26,36E79722D0005,76282-0733-10,LISINOPRIL,LISINOPRIL 40MG TAB,LISINOPRIL 40MG TAB,1000,Compliant,"Exelan Pharmaceuticals, Inc.",12-Feb-27, $27.54 , 3.00 ," 56,833.00 "," $1,565,180.82 ",02/12/2022,02/11/2025,2027,2022,,CV800,F,T,08/01/2023,02/11/2025,NC
36E79722D0005LISINOPRIL 5MG TAB45,16-Aug-26,36E79722D0005,76282-0729-45,LISINOPRIL,LISINOPRIL 5MG TAB,LISINOPRIL 5MG TAB,45,Compliant,"Exelan Pharmaceuticals, Inc.",12-Feb-27, $0.72 , 3.00 ," 86,753.00 "," $62,462.16 ",02/12/2022,02/11/2025,2027,2022,,CV800,F,T,09/15/2023,02/11/2025,NC
36E79722D0005LISINOPRIL 5MG TAB90,16-Aug-26,36E79722D0005,76282-0729-90,LISINOPRIL,LISINOPRIL 5MG TAB,LISINOPRIL 5MG TAB,90,Compliant,"Exelan Pharmaceuticals, Inc.",12-Feb-27, $1.28 , 3.00 ," 189,844.00 "," $243,000.32 ",02/12/2022,02/11/2025,2027,2022,,CV800,F,T,09/15/2023,02/11/2025,NC
36E79722D0005LISINOPRIL 5MG TAB100,16-Aug-26,36E79722D0005,76282-0729-01,LISINOPRIL,LISINOPRIL 5MG TAB,LISINOPRIL 5MG TAB,100,Compliant,"Exelan Pharmaceuticals, Inc.",12-Feb-27, $1.23 , 3.00 ," 3,679.00 "," $4,525.17 ",02/12/2022,02/11/2025,2027,2022,,CV800,F,T,09/15/2023,02/11/2025,NC
36E79722D0005LISINOPRIL 5MG TAB1000,16-Aug-26,36E79722D0005,76282-0729-10,LISINOPRIL,LISINOPRIL 5MG TAB,LISINOPRIL 5MG TAB,1000,Compliant,"Exelan Pharmaceuticals, Inc.",12-Feb-27, $8.36 , 3.00 ," 33,427.00 "," $279,449.72 ",02/12/2022,02/11/2025,2027,2022,,CV800,F,T,09/15/2023,02/11/2025,NC
"36E79722D0007PREDNISOLONE ACETATE 1% SUSP,OPH10ML",2-Nov-26,36E79722D0007,60758-0119-10,PREDNISOLONE ACETATE,"PREDNISOLONE ACETATE 1% SUSP,OPH","PREDNISOLONE ACETATE 1% SUSP,OPH",10ML,Compliant,Greenstone LLC,1-May-27, $9.43 , 3.00 ," 59,408.00 "," $560,217.44 ",05/01/2022,04/30/2025,2027,2022,,OP300,T,T,05/01/2022,04/30/2025,NC
"36E79722D0007PREDNISOLONE ACETATE 1% SUSP,OPH15ML",2-Nov-26,36E79722D0007,60758-0119-15,PREDNISOLONE ACETATE,"PREDNISOLONE ACETATE 1% SUSP,OPH","PREDNISOLONE ACETATE 1% SUSP,OPH",15ML,Compliant,Greenstone LLC,1-May-27, $21.65 , 3.00 ," 8,537.00 "," $184,826.05 ",05/01/2022,04/30/2025,2027,2022,,OP300,T,T,05/01/2022,04/30/2025,NC
"36E79722D0007PREDNISOLONE ACETATE 1% SUSP,OPH5ML",2-Nov-26,36E79722D0007,60758-0119-05,PREDNISOLONE ACETATE,"PREDNISOLONE ACETATE 1% SUSP,OPH","PREDNISOLONE ACETATE 1% SUSP,OPH",5ML,Compliant,Greenstone LLC,1-May-27, $8.08 , 3.00 ," 287,389.00 "," $2,322,103.12 ",05/01/2022,04/30/2025,2027,2022,,OP300,T,T,05/01/2022,04/30/2025,NC
36E79722D0010RAMIPRIL 1.25MG CAP100,15-Sep-26,36E79722D0010,76282-0670-01,RAMIPRIL,RAMIPRIL 1.25MG CAP,RAMIPRIL 1.25MG CAP,100,Compliant,"Exelan Pharmaceuticals, Inc.",14-Mar-27, $30.00 , 2.00 ," 2,663.00 "," $79,890.00 ",03/14/2022,03/13/2025,2027,2022,,CV800,F,T,03/14/2022,03/13/2025,NC
36E79722D0010RAMIPRIL 10MG CAP100,15-Sep-26,36E79722D0010,76282-0673-01,RAMIPRIL,RAMIPRIL 10MG CAP,RAMIPRIL 10MG CAP,100,Compliant,"Exelan Pharmaceuticals, Inc.",14-Mar-27, $27.99 , 2.00 ," 20,922.00 "," $585,606.78 ",03/14/2022,03/13/2025,2027,2022,,CV800,F,T,03/14/2022,03/13/2025,NC
36E79722D0010RAMIPRIL 10MG CAP500,15-Sep-26,36E79722D0010,76282-0673-05,RAMIPRIL,RAMIPRIL 10MG CAP,RAMIPRIL 10MG CAP,500,Compliant,"Exelan Pharmaceuticals, Inc.",14-Mar-27, $139.95 , 2.00 ," 5,559.00 "," $777,982.05 ",03/14/2022,03/13/2025,2027,2022,,CV800,F,T,03/14/2022,03/13/2025,NC
36E79722D0010RAMIPRIL 2.5MG CAP100,15-Sep-26,36E79722D0010,76282-0671-01,RAMIPRIL,RAMIPRIL 2.5MG CAP,RAMIPRIL 2.5MG CAP,100,Compliant,"Exelan Pharmaceuticals, Inc.",14-Mar-27, $22.83 , 2.00 ," 7,436.00 "," $169,763.88 ",03/14/2022,03/13/2025,2027,2022,,CV800,F,T,03/14/2022,03/13/2025,NC
36E79722D0010RAMIPRIL 2.5MG CAP500,15-Sep-26,36E79722D0010,76282-0671-05,RAMIPRIL,RAMIPRIL 2.5MG CAP,RAMIPRIL 2.5MG CAP,500,Compliant,"Exelan Pharmaceuticals, Inc.",14-Mar-27, $114.15 , 2.00 ," 1,949.00 "," $222,478.35 ",03/14/2022,03/13/2025,2027,2022,,CV800,F,T,03/14/2022,03/13/2025,NC
36E79722D0010RAMIPRIL 5MG CAP100,15-Sep-26,36E79722D0010,76282-0672-01,RAMIPRIL,RAMIPRIL 5MG CAP,RAMIPRIL 5MG CAP,100,Compliant,"Exelan Pharmaceuticals, Inc.",14-Mar-27, $24.37 , 2.00 ," 6,089.00 "," $148,388.93 ",03/14/2022,03/13/2025,2027,2022,,CV800,F,T,03/14/2022,03/13/2025,NC
36E79722D0010RAMIPRIL 5MG CAP500,15-Sep-26,36E79722D0010,76282-0672-05,RAMIPRIL,RAMIPRIL 5MG CAP,RAMIPRIL 5MG CAP,500,Compliant,"Exelan Pharmaceuticals, Inc.",14-Mar-27, $121.87 , 2.00 ," 4,729.00 "," $576,323.23 ",03/14/2022,03/13/2025,2027,2022,,CV800,F,T,03/14/2022,03/13/2025,NC
"36E79722D0011LATANOPROST 0.005% SOLN,OPH2.5ML",22-Sep-26,36E79722D0011,61314-0547-01,LATANOPROST ,"LATANOPROST 0.005% SOLN,OPH","LATANOPROST 0.005% SOLN,OPH",2.5ML,Compliant,"Sandoz, Inc.",21-Mar-27, $1.39 , 2.00 ," 1,645,793.00 "," $2,287,652.27 ",03/21/2022,03/20/2025,2027,2022,,OP109,F,T,03/21/2023,03/20/2025,NC
"36E79722D0011LATANOPROST 0.005% SOLN,OPH3X2.5ML",22-Sep-26,36E79722D0011,61314-0547-03,LATANOPROST ,"LATANOPROST 0.005% SOLN,OPH","LATANOPROST 0.005% SOLN,OPH",3X2.5ML,Compliant,"Sandoz, Inc.",21-Mar-27, $7.15 , 2.00 ," 300,680.00 "," $2,149,862.00 ",03/21/2022,03/20/2025,2027,2022,,OP109,F,T,03/21/2022,03/20/2025,NC
"36E79722D0013NITROGLYCERIN 0.3MG TAB,SUBLINGUAL100",25-Nov-26,36E79722D0013,60429-0839-01,NITROGLYCERIN,"NITROGLYCERIN 0.3MG TAB,SUBLINGUAL","NITROGLYCERIN 0.3MG TAB,SUBLINGUAL",100,Compliant,"Golden State Medical Supply, Inc.",24-May-27, $7.25 , 2.00 ," 9,289.00 "," $67,345.25 ",05/24/2022,05/23/2025,2027,2022,,CV250,F,T,05/24/2022,05/23/2025,NC
"36E79722D0013NITROGLYCERIN 0.4MG TAB,SUBLINGUAL100",25-Nov-26,36E79722D0013,60429-0840-01,NITROGLYCERIN,"NITROGLYCERIN 0.4MG TAB,SUBLINGUAL","NITROGLYCERIN 0.4MG TAB,SUBLINGUAL",100,Compliant,"Golden State Medical Supply, Inc.",24-May-27, $7.25 , 2.00 ," 235,476.00 "," $1,707,201.00 ",05/24/2022,05/23/2025,2027,2022,,CV250,F,T,05/24/2022,05/23/2025,NC
"36E79722D0013NITROGLYCERIN 0.4MG TAB,SUBLINGUAL4X25",25-Nov-26,36E79722D0013,60429-0840-04,NITROGLYCERIN,"NITROGLYCERIN 0.4MG TAB,SUBLINGUAL","NITROGLYCERIN 0.4MG TAB,SUBLINGUAL",4X25,Compliant,"Golden State Medical Supply, Inc.",24-May-27, $15.45 , 2.00 ," 45,777.00 "," $707,254.65 ",05/24/2022,05/23/2025,2027,2022,,CV250,F,T,05/24/2022,05/23/2025,NC
"36E79722D0013NITROGLYCERIN 0.6MG TAB,SUBLINGUAL100",25-Nov-26,36E79722D0013,60429-0841-01,NITROGLYCERIN,"NITROGLYCERIN 0.6MG TAB,SUBLINGUAL","NITROGLYCERIN 0.6MG TAB,SUBLINGUAL",100,Compliant,"Golden State Medical Supply, Inc.",24-May-27, $7.25 , 2.00 ," 1,377.00 "," $9,983.25 ",05/24/2022,05/23/2025,2027,2022,,CV250,F,T,05/24/2022,05/23/2025,NC
36E79722D0015VARDENAFIL HCL 10MG TAB30,8-Feb-27,36E79722D0015,42291-0847-30,VARDENAFIL HCL,VARDENAFIL HCL 10MG TAB,VARDENAFIL HCL 10MG TAB,30,Compliant,"AvKARE, LLC",7-Aug-27, $296.00 , 3.00 , -   , $-   ,08/07/2022,08/06/2024,2027,2022,,GU900,F,T,08/07/2022,08/06/2024,NC
36E79722D0015VARDENAFIL HCL 20MG TAB30,8-Feb-27,36E79722D0015,42291-0848-30,VARDENAFIL HCL,VARDENAFIL HCL 20MG TAB,VARDENAFIL HCL 20MG TAB,30,Compliant,"AvKARE, LLC",7-Aug-27, $115.00 , 3.00 , -   , $-   ,08/07/2022,08/06/2024,2027,2022,,GU900,F,T,08/07/2022,08/06/2024,NC
36E79722D0015VARDENAFIL HCL 5MG TAB30,8-Feb-27,36E79722D0015,42291-0826-30,VARDENAFIL HCL,VARDENAFIL HCL 5MG TAB,VARDENAFIL HCL 5MG TAB,30,Compliant,"AvKARE, LLC",7-Aug-27, $318.00 , 3.00 , -   , $-   ,08/07/2022,08/06/2024,2027,2022,,GU900,F,T,08/07/2022,08/06/2024,NC
"36E79722D0016FILGRASTIM-SNDZ 600MCG/ML (PF) INJ,SYRINGE,0.5ML0.5ML",1-Jan-27,36E79722D0016,61314-0318-01,FILGRASTIM-SNDZ,"FILGRASTIM-SNDZ 600MCG/ML (PF) INJ,SYRINGE,0.5ML",ZARXIO 300MCG SYRINGE,0.5ML,Compliant,"Sandoz, Inc.",30-Jun-27, $41.15 , 3.00 ," 24,398.00 "," $1,003,977.70 ",06/30/2022,06/29/2025,2027,2022,,BL400,T,T,06/30/2022,06/29/2025,NC
"36E79722D0016FILGRASTIM-SNDZ 600MCG/ML (PF) INJ,SYRINGE,0.5ML10X0.5ML",1-Jan-27,36E79722D0016,61314-0318-10,FILGRASTIM-SNDZ,"FILGRASTIM-SNDZ 600MCG/ML (PF) INJ,SYRINGE,0.5ML",ZARXIO 300MCG SYRINGE,10X0.5ML,Compliant,"Sandoz, Inc.",30-Jun-27, $411.50 , 3.00 ," 24,398.00 "," $10,039,777.00 ",06/30/2022,06/29/2025,2027,2022,,BL400,T,T,06/30/2022,06/29/2025,NC
"36E79722D0016FILGRASTIM-SNDZ 600MCG/ML (PF) INJ,SYRINGE,0.8ML0.8ML",1-Jan-27,36E79722D0016,61314-0326-01,FILGRASTIM-SNDZ,"FILGRASTIM-SNDZ 600MCG/ML (PF) INJ,SYRINGE,0.8ML",ZARXIO 480MCG SYRINGE,0.8ML,Compliant,"Sandoz, Inc.",30-Jun-27, $65.85 , 3.00 ," 37,818.00 "," $2,490,315.30 ",06/30/2022,06/29/2025,2027,2022,,BL400,T,T,06/30/2022,06/29/2025,NC
"36E79722D0016FILGRASTIM-SNDZ 600MCG/ML (PF) INJ,SYRINGE,0.8ML10X0.8ML",1-Jan-27,36E79722D0016,61314-0326-10,FILGRASTIM-SNDZ,"FILGRASTIM-SNDZ 600MCG/ML (PF) INJ,SYRINGE,0.8ML",ZARXIO 480MCG SYRINGE,10X0.8ML,Compliant,"Sandoz, Inc.",30-Jun-27, $658.50 , 3.00 ," 37,818.00 "," $24,903,153.00 ",06/30/2022,06/29/2025,2027,2022,,BL400,T,T,06/30/2022,06/29/2025,NC
36E79722D0020NITROGLYCERIN 0.1MG/HR PATCH30,10-Jan-27,36E79722D0020,43598-0896-30,NITROGLYCERIN,NITROGLYCERIN 0.1MG/HR PATCH,NITROGLYCERIN 0.1MG/HR PATCH,30,Compliant,"Dr. Reddy's Laboratories, Inc.",9-Jul-27, $7.98 , 2.00 ," 3,883.00 "," $30,986.34 ",07/09/2022,07/08/2025,2027,2022,,CV250,F,T,07/09/2024,07/08/2025,NC
36E79722D0020NITROGLYCERIN 0.2MG/HR PATCH30,10-Jan-27,36E79722D0020,43598-0895-30,NITROGLYCERIN,NITROGLYCERIN 0.2MG/HR PATCH,NITROGLYCERIN 0.2MG/HR PATCH,30,Compliant,"Dr. Reddy's Laboratories, Inc.",9-Jul-27, $9.11 , 2.00 ," 11,271.00 "," $102,678.81 ",07/09/2022,07/08/2025,2027,2022,,CV250,F,T,07/09/2024,07/08/2025,NC
36E79722D0020NITROGLYCERIN 0.4MG/HR PATCH30,10-Jan-27,36E79722D0020,43598-0894-30,NITROGLYCERIN,NITROGLYCERIN 0.4MG/HR PATCH,NITROGLYCERIN 0.4MG/HR PATCH,30,Compliant,"Dr. Reddy's Laboratories, Inc.",9-Jul-27, $10.97 , 2.00 ," 12,695.00 "," $139,264.15 ",07/09/2022,07/08/2025,2027,2022,,CV250,F,T,07/09/2024,07/08/2025,NC
36E79722D0020NITROGLYCERIN 0.6MG/HR PATCH30,10-Jan-27,36E79722D0020,43598-0893-30,NITROGLYCERIN,NITROGLYCERIN 0.6MG/HR PATCH,NITROGLYCERIN 0.6MG/HR PATCH,30,Compliant,"Dr. Reddy's Laboratories, Inc.",9-Jul-27, $15.10 , 2.00 ," 3,154.00 "," $47,625.40 ",07/09/2022,07/08/2025,2027,2022,,CV250,F,T,07/09/2024,07/08/2025,NC
"36E79722D0021ALBUTEROL 90MCG/ACTUAT (CFC-F) INHL,ORAL,8.5GM DOSE COUNTER8.5GM",29-Jan-27,36E79722D0021,00093-3174-31,ALBUTEROL ,"ALBUTEROL 90MCG/ACTUAT (CFC-F) INHL,ORAL,8.5GM DOSE COUNTER","ALBUTEROL 90MCG/ACTUAT (CFC-F) INHL,ORAL,8.5G",8.5GM,Compliant,"Teva Pharmaceuticals USA, Inc.",28-Jul-27, $5.50 , 6.00 ," 3,966,744.00 "," $21,817,092.00 ",07/28/2022,07/27/2025,2027,2022,,RE102,T,T,07/28/2022,07/27/2025,NC
36E79722D0022IBUPROFEN 400MG TAB100,22-Dec-26,36E79722D0022,76282-0712-10,IBUPROFEN,IBUPROFEN 400MG TAB,IBUPROFEN 400MG TAB,100,Compliant,"Exelan Pharmaceuticals, Inc.",20-Jun-27, $2.85 , 4.00 ," 4,266.00 "," $12,158.10 ",06/20/2022,06/19/2025,2027,2022,,MS102,F,T,06/20/2022,06/19/2025,NC
36E79722D0022IBUPROFEN 400MG TAB500,22-Dec-26,36E79722D0022,76282-0712-50,IBUPROFEN,IBUPROFEN 400MG TAB,IBUPROFEN 400MG TAB,500,Compliant,"Exelan Pharmaceuticals, Inc.",20-Jun-27, $10.70 , 4.00 ," 14,939.00 "," $159,847.30 ",06/20/2022,06/19/2025,2027,2022,,MS102,F,T,06/20/2022,06/19/2025,NC
36E79722D0022IBUPROFEN 600MG TAB100,22-Dec-26,36E79722D0022,76282-0713-10,IBUPROFEN,IBUPROFEN 600MG TAB,IBUPROFEN 600MG TAB,100,Compliant,"Exelan Pharmaceuticals, Inc.",20-Jun-27, $3.50 , 4.00 ," 2,000.00 "," $7,000.00 ",06/20/2022,06/19/2025,2027,2022,,MS102,F,T,06/20/2022,06/19/2025,NC
36E79722D0022IBUPROFEN 600MG TAB500,22-Dec-26,36E79722D0022,76282-0713-50,IBUPROFEN,IBUPROFEN 600MG TAB,IBUPROFEN 600MG TAB,500,Compliant,"Exelan Pharmaceuticals, Inc.",20-Jun-27, $13.86 , 4.00 ," 7,558.00 "," $104,753.88 ",06/20/2022,06/19/2025,2027,2022,,MS102,F,T,06/20/2022,06/19/2025,NC
36E79722D0022IBUPROFEN 800MG TAB100,22-Dec-26,36E79722D0022,76282-0714-10,IBUPROFEN,IBUPROFEN 800MG TAB,IBUPROFEN 800MG TAB,100,Compliant,"Exelan Pharmaceuticals, Inc.",20-Jun-27, $4.44 , 4.00 ," 21,467.00 "," $95,313.48 ",06/20/2022,06/19/2025,2027,2022,,MS102,F,T,06/20/2022,06/19/2025,NC
36E79722D0022IBUPROFEN 800MG TAB500,22-Dec-26,36E79722D0022,76282-0714-50,IBUPROFEN,IBUPROFEN 800MG TAB,IBUPROFEN 800MG TAB,500,Compliant,"Exelan Pharmaceuticals, Inc.",20-Jun-27, $15.37 , 4.00 ," 23,025.00 "," $353,894.25 ",06/20/2022,06/19/2025,2027,2022,,MS102,F,T,06/20/2022,06/19/2025,NC
"36E79722D0023PANTOPRAZOLE NA 20MG TAB,EC90",28-Dec-26,36E79722D0023,72865-0229-90,PANTOPRAZOLE NA,"PANTOPRAZOLE NA 20MG TAB,EC","PANTOPRAZOLE NA 20MG TAB,EC",90,Compliant,"XLCare Pharmaceuticals, Inc.",26-Jun-27, $4.19 , 5.00 ," 160,011.00 "," $670,446.09 ",06/26/2022,06/25/2025,2027,2022,,GA900,F,T,06/26/2022,06/25/2025,NC
"36E79722D0023PANTOPRAZOLE NA 40MG TAB,EC90",28-Dec-26,36E79722D0023,72865-0230-90,PANTOPRAZOLE NA,"PANTOPRAZOLE NA 40MG TAB,EC","PANTOPRAZOLE NA 40MG TAB,EC",90,Compliant,"XLCare Pharmaceuticals, Inc.",26-Jun-27, $4.29 , 5.00 ," 687,323.00 "," $2,948,615.67 ",06/26/2022,06/25/2025,2027,2022,,GA900,F,T,06/26/2022,06/25/2025,NC
"36E79722D0023PANTOPRAZOLE NA 40MG TAB,EC1000",28-Dec-26,36E79722D0023,72865-0230-10,PANTOPRAZOLE NA,"PANTOPRAZOLE NA 40MG TAB,EC","PANTOPRAZOLE NA 40MG TAB,EC",1000,Compliant,"XLCare Pharmaceuticals, Inc.",26-Jun-27, $45.40 , 5.00 ," 47,921.00 "," $2,175,613.40 ",06/26/2022,06/25/2025,2027,2022,,GA900,F,T,06/26/2022,06/25/2025,NC
36E79722D0025ACETAZOLAMIDE 125MG TAB100,1-Feb-27,36E79722D0025,42291-0089-01,ACETAZOLAMIDE,ACETAZOLAMIDE 125MG TAB,ACETAZOLAMIDE 125MG TAB,100,Compliant,"AvKARE, LLC",31-Jul-27, $11.90 , 7.00 ," 1,810.00 "," $21,539.00 ",07/31/2022,07/30/2025,2027,2022,,CV703,F,T,07/31/2022,07/30/2025,NC
36E79722D0025ACETAZOLAMIDE 250MG TAB100,1-Feb-27,36E79722D0025,42291-0090-01,ACETAZOLAMIDE,ACETAZOLAMIDE 250MG TAB,ACETAZOLAMIDE 250MG TAB,100,Compliant,"AvKARE, LLC",31-Jul-27, $15.26 , 7.00 ," 25,792.00 "," $393,585.92 ",07/31/2022,07/30/2025,2027,2022,,CV703,F,T,07/31/2022,07/30/2025,NC
36E79722D0026SILDENAFIL CITRATE 100MG TAB30,30-Apr-27,36E79722D0026,76282-0645-30,SILDENAFIL CITRATE,SILDENAFIL CITRATE 100MG TAB,SILDENAFIL CITRATE 100MG TAB,30,Compliant,"Exelan Pharmaceuticals, Inc.",27-Oct-27, $2.46 , 8.00 ," 46,956.00 "," $115,511.76 ",10/27/2022,10/26/2024,2027,2022,,GU900,F,T,10/27/2022,10/26/2024,NC
36E79722D0026SILDENAFIL CITRATE 100MG TAB100,30-Apr-27,36E79722D0026,76282-0645-01,SILDENAFIL CITRATE,SILDENAFIL CITRATE 100MG TAB,SILDENAFIL CITRATE 100MG TAB,100,Compliant,"Exelan Pharmaceuticals, Inc.",27-Oct-27, $7.44 , 8.00 ," 220,137.00 "," $1,637,819.28 ",10/27/2022,10/26/2024,2027,2022,,GU900,F,T,10/27/2022,10/26/2024,NC
36E79722D0026SILDENAFIL CITRATE 25MG TAB30,30-Apr-27,36E79722D0026,76282-0643-30,SILDENAFIL CITRATE,SILDENAFIL CITRATE 25MG TAB,SILDENAFIL CITRATE 25MG TAB,30,Compliant,"Exelan Pharmaceuticals, Inc.",27-Oct-27, $2.42 , 8.00 ," 27,539.00 "," $66,644.38 ",10/27/2022,10/26/2024,2027,2022,,GU900,F,T,10/27/2022,10/26/2024,NC
36E79722D0026SILDENAFIL CITRATE 50MG TAB30,30-Apr-27,36E79722D0026,76282-0644-30,SILDENAFIL CITRATE,SILDENAFIL CITRATE 50MG TAB,SILDENAFIL CITRATE 50MG TAB,30,Compliant,"Exelan Pharmaceuticals, Inc.",27-Oct-27, $2.43 , 8.00 ," 10,238.00 "," $24,878.34 ",10/27/2022,10/26/2024,2027,2022,,GU900,F,T,10/27/2022,10/26/2024,NC
36E79722D0026SILDENAFIL CITRATE 50MG TAB100,30-Apr-27,36E79722D0026,76282-0644-01,SILDENAFIL CITRATE,SILDENAFIL CITRATE 50MG TAB,SILDENAFIL CITRATE 50MG TAB,100,Compliant,"Exelan Pharmaceuticals, Inc.",27-Oct-27, $7.42 , 8.00 ," 31,150.00 "," $231,133.00 ",10/27/2022,10/26/2024,2027,2022,,GU900,F,T,10/27/2022,10/26/2024,NC
36E79722D0027TRAMADOL HCL 50MG TAB100,16-Mar-27,36E79722D0027,60429-0588-01,TRAMADOL HCL,TRAMADOL HCL 50MG TAB,TRAMADOL HCL 50MG TAB,100,Compliant,"Golden State Medical Supply, Inc.",12-Sep-27, $1.45 , 2.00 ," 183,322.00 "," $265,816.90 ",09/12/2022,09/11/2025,2027,2022,,CN101,F,T,09/12/2022,09/11/2025,NC
36E79722D0027TRAMADOL HCL 50MG TAB500,16-Mar-27,36E79722D0027,60429-0588-05,TRAMADOL HCL,TRAMADOL HCL 50MG TAB,TRAMADOL HCL 50MG TAB,500,Compliant,"Golden State Medical Supply, Inc.",12-Sep-27, $5.82 , 2.00 ," 165,863.00 "," $965,322.66 ",09/12/2022,09/11/2025,2027,2022,,CN101,F,T,09/12/2022,09/11/2025,NC
36E79722D0028VALACYCLOVIR HCL 1GM TAB30,28-Feb-27,36E79722D0028,51407-0108-30,VALACYCLOVIR HCL,VALACYCLOVIR HCL 1GM TAB,VALACYCLOVIR HCL 1GM TAB,30,Compliant,"Golden State Medical Supply, Inc.",27-Aug-27, $12.28 , 2.00 ," 101,625.00 "," $1,247,955.00 ",08/27/2022,08/26/2024,2027,2022,,AM800,F,T,08/27/2022,08/26/2024,NC
36E79722D0028VALACYCLOVIR HCL 1GM TAB90,28-Feb-27,36E79722D0028,51407-0108-90,VALACYCLOVIR HCL,VALACYCLOVIR HCL 1GM TAB,VALACYCLOVIR HCL 1GM TAB,90,Compliant,"Golden State Medical Supply, Inc.",27-Aug-27, $35.78 , 2.00 ," 59,466.00 "," $2,127,693.48 ",08/27/2022,08/26/2024,2027,2022,,AM800,F,T,08/27/2022,08/26/2024,NC
36E79722D0028VALACYCLOVIR HCL 500MG TAB30,28-Feb-27,36E79722D0028,51407-0107-30,VALACYCLOVIR HCL,VALACYCLOVIR HCL 500MG TAB,VALACYCLOVIR HCL 500MG TAB,30,Compliant,"Golden State Medical Supply, Inc.",27-Aug-27, $6.73 , 2.00 ," 170,805.00 "," $1,149,517.65 ",08/27/2022,08/26/2024,2027,2022,,AM800,F,T,08/27/2022,08/26/2024,NC
36E79722D0028VALACYCLOVIR HCL 500MG TAB90,28-Feb-27,36E79722D0028,51407-0107-90,VALACYCLOVIR HCL,VALACYCLOVIR HCL 500MG TAB,VALACYCLOVIR HCL 500MG TAB,90,Compliant,"Golden State Medical Supply, Inc.",27-Aug-27, $19.30 , 2.00 ," 108,334.00 "," $2,090,846.20 ",08/27/2022,08/26/2024,2027,2022,,AM800,F,T,08/27/2022,08/26/2024,NC
36E79722D0030MULTIVIT/OPHTH AREDS2/LUTEIN/ZEAXANTHIN CAP/TAB120,2-Feb-27,36E79722D0030,24208-0697-62,MULTIVIT/OPHTH AREDS2/LUTEIN/ZEAXANTHIN,MULTIVIT/OPHTH AREDS2/LUTEIN/ZEAXANTHIN CAP/TAB,PRESERVISION AREDS 2,120,Compliant,"Bausch & Lomb Americas, Inc.",1-Aug-27, $21.96 , 1.00 ," 505,693.00 "," $11,105,018.28 ",08/01/2022,07/31/2025,2027,2022,,VT801,F,T,08/01/2022,07/31/2024,NC
